tle_0	tle_1	norad_cat_num	status
1 20462U 90003  E 90033.96870503  .12446933 +43820-4 +17348-3 0  9998	2 20462 062.8151 222.5869 0006312 134.7951 225.5765 16.48735103002658	n_20462	
1 20463U 90003  F 90030.09979016  .84073451 +40200-4 +38534-3 0  9998	2 20463 062.8089 238.3898 0015461 114.5808 249.1658 16.55570620002021	n_20463	
1 20464U 90003  G 90029.73318505  .09722391 +37800-4 +17483-2 0  9990	2 20464 062.8224 239.9311 0016040 130.8223 229.5806 16.31638511001963	n_20464	
1 20468U 89100  G 90084.92258894 -.13980028 +2519900 +14711-1 0  9998	2 20468 073.5344 265.6623 0010726 290.3129 069.4689 16.09092430013291	n_20468	
1 20470U 63038N   17012.32648899  .19342201 -85236-6  11392-1 0  9993	2 20470  90.0348 304.5627 0016084 153.5610 206.6513 16.18386725392145	n_20470	
1 20471U 88093C   01095.79184337  .09689070 -11580-5  11916-2 0  9999	2 20471 082.4728 110.0672 0006812 226.9552 133.2463 16.36267462618394	n_20471	
1 20476U 90012  A 90316.09948981  .24055993 +31600-4 +22218-3 0  9997	2 20476 065.7117 343.2622 0041695 355.8699 006.4666 16.47071184039144	n_20476	
1 20477U 90012  B 90193.15305242  .23153001 +30300-4 +21306-3 0  9996	2 20477 065.8007 302.7688 0056722 059.6669 301.7232 16.44659146021923	n_20477	
1 20483U 90012  E 90064.64801318  .12548251 +24300-4 +66051-2 0  9990	2 20483 065.7941 295.0543 0347337 132.3554 240.7319 15.55798438003755	n_20483	
1 20484U 90012  F 90065.25221632  .16923656 +25000-4 +52587-2 0  9991	2 20484 065.8433 292.9641 0290975 132.5381 230.8627 15.72465659003862	n_20484	
1 20486U 90012  H 90063.21554726  .33521583 +23400-4 +19727-1 0  9992	2 20486 065.7081 298.3040 0420578 136.4562 226.8407 15.38053537003561	n_20486	
1 20489U 63014FC  97302.69908666 +.28817927 +11124-1 +16000-0 0  9999	2 20489 083.4051 300.1193 0295161 143.6621 218.5026 15.43589349127465	n_20489	
1 20490U 90012  K 90064.79869481  .12777084 +24900-4 +62258-2 0  9998	2 20490 065.8336 294.0492 0310799 131.0574 233.2643 15.64791754003799	n_20490	
1 20492U 90012  L 90063.19323609  .14619359 +29479-4 +61560-2 0  9993	2 20492 065.6243 297.6216 0319925 134.5837 228.6079 15.63979554003571	n_20492	
1 20493U 90012  M 90057.03883701  .12719391 +22799-4 +79431-2 0  9993	2 20493 065.6952 315.2606 0470111 138.8304 240.7346 15.26152307002692	n_20493	
1 20494U 90014  A 90220.77864014  .00022110 +00000-0 +23305-3 0  9995	2 20494 051.6094 065.0093 0010081 240.3239 119.7105 15.64144332027895	n_20494	
1 20495U 90014  B 90043.90661600  .17105836 +56300-4 +55862-3 0  9996	2 20495 051.5666 235.5885 0004384 139.3381 221.2764 16.44635124000273	n_20495	
1 20496U 90015A   97365.11131577 +.00002987 +00000-0 +85855-4 0  9993	2 20496 043.1033 231.1584 0009064 121.1422 239.0319 15.38015353440271	n_20496	
1 20497U 90015  B 92145.28312683  .07549475 +46006-4 +30484-3 0  9994	2 20497 043.0774 102.9931 0002525 257.4345 102.6617 16.44094264128899	n_20497	
1 20498U 90015  C 90341.24775036  .07954114 +39183-4 +82506-3 0  9992	2 20498 041.6121 288.6304 0007756 187.5825 173.4539 16.36638820046131	n_20498	
1 20500U 90016  B 90047.84789010  .07209477 +60556-4 +33371-3 0  9992	2 20500 051.6464 263.9573 0004610 247.9339 112.5263 16.43137155000251	n_20500	
1 20506U 90016  E 90308.88790723  .00275242 -26207-4 +52100-3 0  9998	2 20506 046.6589 195.8736 7138513 073.0623 349.4823 02.53236284006016	n_20506	
1 20507U 90016  F 90291.70596769 -.09075245 -14400-4 -13993-2 0  9995	2 20507 046.6183 183.9594 5191671 085.0338 329.7422 05.54814226000129	n_20507	
1 20515U 89100  H 90113.89184436  .12534584 +60000-6 +24732-1 0  9991	2 20515 073.4964 206.4142 0021951 311.5450 048.0131 15.99380653017941	n_20515	
1 20522U 89100  J 90118.28179028  .29715055 +38741-5 +13206-1 0  9990	2 20522 073.4794 196.8165 0017863 302.6025 057.3495 16.21718382018614	n_20522	
1 20524U 90021  B 90086.97445435  .04647913 +37131-4 +60659-4 0  9992	2 20524 028.6013 068.5041 0035291 251.3462 108.5985 16.45449032002187	n_20524	
1 20525U 90022  A 91244.50578726  .37501690 +37156-4 +33911-3 0  9994	2 20525 064.9669 063.9921 0033311 272.3457 087.9966 16.48439434083212	n_20525	
1 20529U 90024  A 90094.74385527  .00099380 +31691-5 +12307-3 0  9996	2 20529 082.3263 300.5664 0040936 060.7188 299.9716 16.05926774002158	n_20529	
1 20530U 90024  B 90082.27849919  .08484834 +53880-5 +59746-3 0  9995	2 20530 082.3138 314.8294 0010161 070.1467 290.7306 16.40488302000162	n_20530	
1 20531U 89100  K 90120.27515080  .13462420 +23593-5 +97343-2 0  9996	2 20531 073.4947 192.6235 0018573 331.3238 028.6951 16.15266444018911	n_20531	
1 20532U 89100  L 90126.57385454 -.22774474 +3540800 +10798-1 0  9992	2 20532 073.4925 178.5481 0019795 289.6170 070.2288 16.08474717000059	n_20532	
1 20535U 90025  C 94017.99239924  .15704635 +18943-4 +40607-3 0  9999	2 20535 037.2521 262.0304 0104330 296.5971 062.4162 16.27849258114474	n_20535	
1 20537U 90026  B 90111.90374159  .14138822 +42886-4 +65609-3 0  9994	2 20537 062.7352 288.4495 0041743 121.1087 239.5782 16.37095148003994	n_20537	
1 20538U 90026  C 90100.44159082  .14529029 +42025-4 +55395-3 0  9997	2 20538 062.7997 332.1742 0063391 121.1087 239.9792 16.33987227002184	n_20538	
1 20539U 90026D   13125.03647406  .99999999  91819-5  59951-3 0  9995	2 20539 060.7962 071.5436 0201118 263.1701 225.5570 16.21953435178629	n_20539	
1 20540U 90027  A 90190.02663919  .35643628 -96800-4 +71595-3 0  9999	2 20540 143.1699 295.4820 0043797 111.5211 249.4308 16.41348520014221	n_20540	
1 20541U 90027  B 90171.23526899  .13427480 +88561-4 +82177-3 0  9991	2 20541 143.1708 192.7870 0092660 323.5872 036.9133 16.25654684011515	n_20541	
1 20543U 90024  D 90104.58309017  .11020221 +59888-5 +47928-3 0  9991	2 20543 082.3039 289.0004 0005404 341.3928 018.8755 16.43196089003742	n_20543	
1 20544U 90024  E 90096.23481672  .02708406 +14225-5 +19726-2 0  9990	2 20544 082.3222 298.8316 0024139 058.3663 302.1384 16.15023668002396	n_20544	
1 20546U 90028A   98318.05968535 +.12940435 +83560-6 +36997-3 0  9999	2 20546 094.0548 141.9939 0006738 221.4001 138.5964 16.45024571482037	n_20546	
1 20548U 90024  G 90097.03879655  .04372780 -35000-5 +20593-2 0  9998	2 20548 082.3169 297.8852 0017058 048.9789 311.1887 16.21201417002520	n_20548	
1 20566U 90032  A 90117.11728503  .00188500 +10873-4 +22179-3 0  9997	2 20566 062.7976 344.6680 0101010 113.5361 247.6468 15.98691989002455	n_20566	
1 20567U 90032  B 90111.64752863  .18236741 +42753-4 +46914-3 0  9991	2 20567 062.7735 005.3048 0023110 112.8960 248.1354 16.43275635001590	n_20567	
1 20568U 90033  A 90325.74025846  .00687526 +10399-4 +35326-3 0  9993	2 20568 064.7093 056.7990 0024043 048.4775 311.9370 16.19328710035691	n_20568	
1 20569U 90033  B 90105.80932358  .10657849 +37333-4 +48316-3 0  9998	2 20569 064.7714 152.8628 0021886 060.0976 300.8119 16.40624639000337	n_20569	
1 20572U 90034C   97089.11335514  .53659521 -22430-4  57546-3 0  9990	2 20572 018.4808 292.9538 0155868 263.8093 095.0047 16.22797395107519	n_20572	
1 20574U 90035  B 90108.36855446  .13619672 +57633-5 +44393-3 0  9994	2 20574 082.3495 350.4855 0026504 120.0589 240.5689 16.41587453000179	n_20574	
1 20579U 90037  A 90119.28139091 -.00012100 +00000-0 +13967-2 0  9998	2 20579 028.4658 200.6184 0005824 352.6543 006.5074 14.85183898000711	n_20579	
1 20581U 90038  A 92051.61569774  .11619425 +95677-5 +84628-3 0  9997	2 20581 073.9835 049.7002 0007952 251.4581 108.6359 16.40613018102874	n_20581	
1 20582U 90038  B 91364.22157251  .12833483 +54999-5 +16177-3 0  9993	2 20582 073.9747 161.3934 0008155 270.3794 089.6829 16.49326090094762	n_20582	
1 20583U 90039A   05055.51649519  .04014566  68411-5  15966-4 0  9996	2 20583 062.0226 139.2352 0680578 260.0923 092.2443 15.07655798110053	n_20583	
1 20584U 90039  B 90145.57766306  .06684193 +41901-4 +93131-3 0  9995	2 20584 062.7618 075.2537 0049297 125.8192 234.9276 16.30470631004669	n_20584	
1 20585U 90039  C 90143.00299260  .20469319 +39300-4 +40268-3 0  9992	2 20585 062.8104 085.7675 0038637 119.0945 241.4648 16.42373636004258	n_20585	
1 20586U 90039D   02151.69384656  .15944716  74538-5  47567-4 0  9990	2 20586 063.1993 311.9383 0266514 246.7704 110.9609 16.08017267 88422	n_20586	
1 20587U 90038  C 90184.88372638  .19960820 +57000-5 +26874-2 0  9990	2 20587 073.9734 264.1839 0032569 031.0036 322.8712 16.33353644003183	n_20587	
1 20588U 90032  C 90136.38807383  .14545068 +44500-4 +12768-3 0  9993	2 20588 062.7779 267.3837 0006547 115.7589 245.2682 16.51527880005565	n_20588	
1 20589U 90032  D 90120.59355510  .04901499 +41659-4 +13369-2 0  9992	2 20589 062.7945 330.7817 0045801 117.5903 244.3800 16.24497740003011	n_20589	
1 20590U 90032  E 90126.91575773  .08335114 +90000-5 +64763-2 0  9999	2 20590 062.7951 307.1751 0031953 353.7634 006.1412 16.13137974004015	n_20590	
1 20591U 90035  C 90119.15409022  .27437156 +56846-5 +42035-2 0  9992	2 20591 082.3464 338.0761 0012694 063.0824 299.7485 16.33944318001905	n_20591	
1 20592U 90035  D 90118.10205272  .00128561 +62694-5 +13767-3 0  9995	2 20592 082.3504 339.2889 0038924 068.0011 293.0405 16.08326493001732	n_20592	
1 20594U 90035  F 90120.39029501  .07794701 -99000-5 +15154-2 0  9995	2 20594 082.3485 336.6132 0012472 033.2792 327.0264 16.31556711002101	n_20594	
1 20595U 90035  G 90132.56769507  .06918076 +60570-5 +25017-3 0  9996	2 20595 082.3334 322.3102 0009681 310.1074 050.1000 16.43499328004075	n_20595	
1 20597U 90040  B 90148.20589656  .39662251 +43947-4 +29451-3 0  9998	2 20597 062.7886 226.6703 0013442 121.7004 238.9820 16.52106649004698	n_20597	
1 20598U 90040  C 90132.91677709  .18289211 +43135-4 +36661-3 0  9995	2 20598 062.8404 284.6766 0045073 119.6721 242.0843 16.41167790002282	n_20598	
1 20601U 90035  H 90122.37853662  .27656159 +56466-5 +53170-2 0  9991	2 20601 082.3471 334.4668 0038608 309.9926 049.9492 16.29473510002426	n_20601	
1 20602U 90041  A 90146.89950628  .00055059 +00000-0 +65860-3 0  9993	2 20602 051.6141 078.0646 0010728 328.5780 031.5322 15.60370663180824	n_20602	
1 20603U 90041  B 90127.57348333  .11835162 +60214-4 +77516-3 0  9993	2 20603 051.6277 174.8470 0015093 093.0993 267.2376 16.40252373000289	n_20603	
1 20604U 90042  A 90185.50251465  .01720165 +41814-4 +23164-3 0  9991	2 20604 062.8109 224.3557 0072307 124.7451 236.2322 16.26155439009316	n_20604	
1 20605U 90042  B 90131.90442078  .13402088 +43248-4 +49404-3 0  9991	2 20605 062.8070 078.5146 0029982 118.1447 242.4365 16.40314482000677	n_20605	
1 20610U 90043D   01341.64774550  .25358013 -98288-6  47162-2 0  9993	2 20610 089.7990 145.1695 0010286 290.4009 069.6718 16.32161720627770	n_20610	
1 20611U 90043E   01174.95205275 +.06727013 -85338-6 +23515-2 0  9992	2 20611 089.8301 153.9918 0009551 197.6783 157.8823 16.25205610603874	n_20611	
1 20612U 90043F   01223.19521091  .09572743 -90205-6  30617-2 0  9992	2 20612 089.7945 133.7769 0014402 165.5788 194.5864 16.26069729611386	n_20612	
1 20613U 90043  G 92060.35570479  .05608806 +00000-0 +14957-1 0  9995	2 20613 089.9060 188.2231 0013363 350.1369 008.7474 15.94369449098049	n_20613	
1 20614U 90043H   01145.14703536  .04613254 -87376-6  32700-2 0  9996	2 20614 089.8007 145.1281 0011716 177.6766 182.4266 16.16015320599888	n_20614	
1 20615U 90044  A 90179.48842891  .00174472 +58967-5 +14012-3 0  9997	2 20615 069.9849 292.4517 0048214 154.9271 205.4485 16.11484724007103	n_20615	
1 20616U 90044  B 90139.22787774  .24508999 +21024-4 +35996-3 0  9992	2 20616 069.9895 052.6361 0010629 056.4710 303.9306 16.48103991000621	n_20616	
1 20632U 90047  A 90164.82233650  .00093889 +29426-5 +14473-3 0  9999	2 20632 082.3338 005.1094 0009706 271.1520 088.9515 16.04091927002491	n_20632	
1 20634U 90043  J 92244.80646563  .05293166 -19000-5 +47079-2 0  9997	2 20634 089.8494 183.7063 0016199 149.3782 210.8460 16.12605321125553	n_20634	
1 20635U 90048A   00349.79287476 +.00072806 +00000-0 +32436-3 0  9997	2 20635 051.6436 051.7823 0015893 111.6848 248.5502 15.83430613601539	n_20635	
1 20636U 90048  B 90160.78547637  .03043516 +58027-4 +73837-3 0  9990	2 20636 051.6244 005.7123 0030438 130.8704 229.8447 16.27129954001407	n_20636	
1 20637U 89100  M 90227.69333814  .13948187 +90000-6 +21733-1 0  9996	2 20637 073.5016 319.4977 0022946 327.5677 032.3022 16.03361450035270	n_20637	
1 20638U 90049A   11295.95477602 +.11801250 +12635-4 +14055-3 0  9996	2 20638 052.9649 145.0450 0003875 266.7349 093.8309 16.49742883194609	n_20638	
1 20639U 90049  B 92014.83461238  .18286455 +61345-4 +23569-3 0  9993	2 20639 052.4932 156.7084 0004263 286.4705 073.7476 16.49266082091250	n_20639	
1 20640U 89100  N 90231.91275946  .24922670 +10784-4 +76775-2 0  9998	2 20640 073.4931 310.0810 0017743 310.5918 050.5964 16.26099329035928	n_20640	
1 20644U 90051  B 90193.08424166  .15936930 +46779-4 +82921-3 0  9992	2 20644 027.2630 298.0393 0008371 133.4178 226.8491 16.42131294004760	n_20644	
1 20645U 90051  C 90190.98470716  .00146801 +24812-4 +66570-3 0  9991	2 20645 027.1777 158.6411 7466348 194.5605 117.5635 02.10584253000563	n_20645	
1 20646U 90052A   06057.63622788  .99999999  30748-4  15052-2 0  9997	2 20646 062.4985 068.6631 1022893 274.5250 074.6797 14.23101542118669	n_20646	
1 20649U 90052D   06256.14014458  .99999999  75530-5  11076-2 0  9997	2 20649 062.4217 085.1845 0473149 270.4219 085.1765 15.52124299118371	n_20649	
1 20650U 63014 FE 93284.68082796  .35659978 +32000-5 +59139-1 0  9999	2 20650 083.5585 340.5087 0238015 190.8089 171.2861 15.67800270000080	n_20650	
1 20651U 90043K   02069.12356596  .04362347 -81578-6  26457-2 0  9995	2 20651 090.1629 299.2653 0010995 342.8838 016.9690 16.18178109638324	n_20651	
1 20652U 67092  J 91268.60783785  .10446821 +00000-0 +0198901 0  9992	2 20652 089.1542 239.5261 0050243 147.6770 215.5022 15.46783823253712	n_20652	
1 20654U 90047  D 90188.59194123  .12931091 +61183-5 +10101-3 0  9993	2 20654 082.3172 337.2055 0012379 264.5594 095.3416 16.52256754006337	n_20654	
1 20664U 90055  B 90201.94555639  .16344088 +43077-4 +31155-3 0  9992	2 20664 062.8038 059.6761 0022314 112.8943 247.5570 16.45063679004608	n_20664	
1 20665U 90055  C 90201.33770087  .23647352 +43405-4 +43532-3 0  9997	2 20665 062.8455 062.8276 0033139 124.3737 236.4289 16.43665196004508	n_20665	
1 20675U 90053  C 90200.07034462  .31155640 +63822-5 +63917-3 0  9994	2 20675 082.5567 033.6706 0012914 176.1011 188.2157 16.46045104004708	n_20675	
1 20676U 90053  D 90273.74214114  .20094139 -10300-4 +14290-3 0  9999	2 20676 082.5568 313.4995 0014831 232.7032 127.9857 16.52733056016393	n_20676	
1 20677U 90053  E 90209.85422063  .05722983 -97000-5 +11373-2 0  9994	2 20677 082.5693 022.8989 0006347 042.0095 318.9913 16.31534954006264	n_20677	
1 20678U 90053  F 90201.59091015  .24943881 +18250-5 +15316-1 0  9999	2 20678 082.5346 033.1118 0033637 218.6733 141.2843 16.16655003004877	n_20678	
1 20679U 90053  G 90220.43843238 -.07709467 +1685500 +89280-2 0  9993	2 20679 082.5613 013.2507 0012240 141.1065 218.6279 16.08256622007826	n_20679	
1 20680U 74089FE  00059.49362048  .10386647  00000-0  14575+0 0  9990	2 20680 101.5612 150.6458 0027761 307.2904 052.9526 15.51308222236325	n_20680	
1 20683U 90058  A 92059.33919225  .00553912 +15532-3 +85330-3 0  9996	2 20683 051.6003 320.0169 0004601 164.1869 195.8952 16.03665108093280	n_20683	
1 20685U 90059  A 90342.41731022  .21551402 +38203-4 +24977-3 0  9994	2 20685 028.4673 019.9219 0032975 319.1105 040.9339 16.46551578022370	n_20685	
1 20686U 90059  B 90282.88763683  .25896502 -41800-4 +34237-3 0  9992	2 20686 028.4507 070.4050 0027447 009.8666 351.4446 16.46563330013227	n_20686	
1 20689U 86017 CJ 90268.33381604  .02510098 +10417-1 +18070-2 0  9997	2 20689 051.5940 176.8062 0008269 166.2392 193.8246 16.17524136263869	n_20689	
1 20690U 86017 CK 90213.97997418  .04662945 +47000-5 +10227-1 0  9993	2 20690 051.5731 098.3328 0013849 239.0687 121.9129 15.97231830255279	n_20690	
1 20697U 90061  E 91236.62335413  .15212046 +49635-4 +13736-3 0  9993	2 20697 046.2882 307.9059 0255383 317.4800 206.9516 16.02255829014675	n_20697	
1 20698U 90061F   00198.18780206  .48338507  89240-5  59719-3 0  9991	2 20698 046.5377 113.6703 0222184 117.5770 244.8351 16.07086150128122	n_20698	
1 20700U 86017 CM 90232.59573735  .06448884 +18200-4 +24111-2 0  9999	2 20700 051.5897 001.2734 0010580 315.2432 046.0227 16.23502211258220	n_20700	
1 20704U 90054E   00114.79005117 +.62740220 +13118-4 +63402-3 0  9996	2 20704 046.5072 263.5519 0192009 324.4505 187.6916 16.15537551113668	n_20704	
1 20708U 90064  B 90234.71215119  .25115871 +39500-4 +44944-3 0  9990	2 20708 062.8022 059.1112 0023875 132.9179 227.7707 16.45214253004431	n_20708	
1 20711U 90054  F 90352.03505942  .00064052 -48600-4 +26759-3 0  9998	2 20711 046.6558 219.9856 7213494 050.2640 355.3176 02.42620532003519	n_20711	
1 20719U 86017 CP 90262.10169531  .03837364 +20703-4 +11731-2 0  9991	2 20719 051.5944 209.4756 0004302 095.8179 264.4549 16.26014566262876	n_20719	
1 20722U 90067  A 90343.90996985  .00054344 +00000-0 +65387-3 0  9991	2 20722 051.6132 165.4660 0024589 347.6142 012.2366 15.60064802020381	n_20722	
1 20725U 90068  B 90227.39401403  .11938329 +25133-4 +65607-3 0  9994	2 20725 030.1260 085.2572 0051048 166.1247 194.2378 16.34991721002092	n_20725	
1 20726U 90068  C 91076.86571197  .71224232 +13600-4 +16342-2 0  9992	2 20726 037.4628 174.7490 0396670 338.1196 020.6436 15.61862884015357	n_20726	
1 20727U 90062  C 90220.26526215  .19737659 +55204-5 +62626-2 0  9999	2 20727 082.3041 072.7162 0049594 300.5441 059.6998 16.22891869003024	n_20727	
1 20728U 90062  D 90228.75707359  .12076188 +59349-5 +15523-3 0  9997	2 20728 082.3082 062.4370 0010832 276.8859 083.5331 16.49055090004416	n_20728	
1 20730U 90062  F 90217.82352560  .08967718 +58162-5 +96107-3 0  9998	2 20730 082.3120 075.3527 0006692 265.4852 095.7687 16.37532798002649	n_20730	
1 20732U 90069  A 90274.42733041  .01972193 +40867-4 +43455-3 0  9999	2 20732 062.8212 324.0141 0069722 105.3471 255.8113 16.23066687009457	n_20732	
1 20733U 90069  B 90221.23825428  .07581802 +43293-4 +14607-3 0  9994	2 20733 062.8195 176.2645 0022970 119.7015 240.8274 16.44913013000888	n_20733	
1 20734U 90069  C 90216.36824402  .15092355 +41474-4 +41924-2 0  9993	2 20734 062.8105 196.0132 0063971 119.7482 241.2436 16.21707065000096	n_20734	
1 20742U 90071A   07187.92508537 +.99999999 +97668-5 +98973-3 0  9996	2 20742 061.3526 079.8457 0253248 280.2538 077.0160 16.07848377124304	n_20742	
1 20743U 90071  B 90252.99171132  .25434155 +39399-4 +38952-3 0  9990	2 20743 062.7875 098.5162 0018625 127.8013 232.6091 16.46842296004755	n_20743	
1 20744U 90071  C 90245.74846470  .20113315 +40400-4 +34558-3 0  9990	2 20744 062.8101 126.4217 0026036 143.6713 217.1694 16.58800095003603	n_20744	
1 20745U 90071D   07231.50669181  .99999999  88512-5  88433-3 0  9994	2 20745 061.4314 086.5743 0349764 273.0839 087.7657 15.83682006124261	n_20745	
1 20746U 90038  D 90275.42518947  .11696982 +11000-5 +80386-2 0  9998	2 20746 073.9451 075.6034 0017093 323.5506 038.0344 16.16049492024537	n_20746	
1 20747U 90038  E 90271.56975092  .25249818 +45000-5 +84032-2 0  9994	2 20747 074.0022 084.3006 0005207 274.8422 086.6610 16.25667777023940	n_20747	
1 20748U 90038  F 90259.31517119  .05087955 +00000-0 +17837-1 0  9990	2 20748 074.0350 110.6543 0008644 184.2676 176.1420 15.88994361022063	n_20748	
1 20749U 90038  G 90263.24875807  .21888343 +17000-5 +91881-2 0  9992	2 20749 073.9617 101.6126 0010020 235.6586 131.5249 16.22756827022670	n_20749	
1 20750U 90038  H 90265.63311218  .20104916 +80000-6 +16899-1 0  9992	2 20750 074.0589 097.2997 0011236 275.9977 084.2798 16.13412857023035	n_20750	
1 20751U 90038  J 90268.55969015  .19300964 +15000-5 +10048-1 0  9997	2 20751 073.9111 090.0658 0010941 272.8310 087.1686 16.19998972023489	n_20751	
1 20752U 90072  A 90263.40260946  .00087227 +00000-0 +10747-2 0  9992	2 20752 051.6105 210.0519 0025829 066.0276 294.3006 15.59316484005675	n_20752	
1 20753U 90072  B 90228.44316999  .19174382 +60738-4 +43670-3 0  9997	2 20753 051.6262 026.2113 0003495 159.7198 200.6409 16.46387002000218	n_20753	
1 20754U 90073  A 90243.68331039  .00075289 +16573-5 +11462-3 0  9993	2 20754 082.3401 122.1528 0010044 266.8733 093.1329 16.04283364002458	n_20754	
1 20755U 90073  B 90229.93646613  .16390833 +63248-5 +20020-3 0  9996	2 20755 082.3306 137.9550 0011907 076.7061 284.7510 16.49270542000252	n_20755	
