tle_0	tle_1	lat	lon	norad_cat_num	satellite_name	ownership	launch_date	satellite_decay	satellite_decay_hour	rcs
1 10983U 78071C   06292.32727875  .99999999 -12836-4  17381-2 0  9993	2 10983 025.4544 148.8692 0141800 128.6616 233.2272 16.22995188392320	-4.490994947690069	-116.60520807651112	10983	DELTA 1 R/B(2)          	US   	1978-07-14	2006-10-19	2006-10-19 15:02:00	  2.3619
1 10983U 78071C   06292.32727875  .99999999 -12836-4  17381-2 0  9993	2 10983 025.4544 148.8692 0141800 128.6616 233.2272 16.22995188392320	2.8361126825559113	-102.14828624528957	10983	DELTA 1 R/B(2)          	US   	1978-07-14	2006-10-19	2006-10-19 15:06:00	  2.3619
1 10994U 78075B   02176.52195562  .44866742  82629-5  14983-2 0  9991	2 10994 062.6861 182.9085 0056888 125.2639 235.5984 16.35988135466595	-23.335546205023665	-105.97102701052981	10994	TITAN 34B AGENA D R/B   	US   	1978-08-05	2002-06-25	2002-06-26 00:00:00	  3.9090
1 10994U 78075B   02176.52195562  .44866742  82629-5  14983-2 0  9991	2 10994 062.6861 182.9085 0056888 125.2639 235.5984 16.35988135466595	-15.962129892204997	-102.09632216608411	10994	TITAN 34B AGENA D R/B   	US   	1978-08-05	2002-06-25	2002-06-26 00:02:00	  3.9090
1 10994U 78075B   02176.52195562  .44866742  82629-5  14983-2 0  9991	2 10994 062.6861 182.9085 0056888 125.2639 235.5984 16.35988135466595	-1.0159115582554126	-95.13487042060206	10994	TITAN 34B AGENA D R/B   	US   	1978-08-05	2002-06-25	2002-06-26 00:06:00	  3.9090
1 11007U 78080A   15223.34532704  .99999999  58108-5  10171-2 0  9994	2 11007 062.2871 061.7119 0627378 263.5453 276.0639 15.20396923291974	42.04624837962663	-2.917024811011175	11007	MOLNIYA 1-42            	CIS  	1978-08-22	2015-08-11	2015-08-11 17:00:00	 14.6905
1 11007U 78080A   15223.34532704  .99999999  58108-5  10171-2 0  9994	2 11007 062.2871 061.7119 0627378 263.5453 276.0639 15.20396923291974	34.99459032577622	3.283338101482714	11007	MOLNIYA 1-42            	CIS  	1978-08-22	2015-08-11	2015-08-11 17:02:00	 14.6905
1 11007U 78080A   15223.34532704  .99999999  58108-5  10171-2 0  9994	2 11007 062.2871 061.7119 0627378 263.5453 276.0639 15.20396923291974	20.164038363934747	12.731805584625805	11007	MOLNIYA 1-42            	CIS  	1978-08-22	2015-08-11	2015-08-11 17:06:00	 14.6905
1 11015U 78083A   04230.78332538  .99999999  68145-5  92654-4 0  9993	2 11015 061.5883 128.8544 0200632 223.1730 146.5197 16.30681278192719	51.593268235417014	-77.11117599347564	11015	COSMOS 1030             	CIS  	1978-09-06	2004-08-17	2004-08-18 01:00:00	 11.1693
1 11015U 78083A   04230.78332538  .99999999  68145-5  92654-4 0  9993	2 11015 061.5883 128.8544 0200632 223.1730 146.5197 16.30681278192719	45.708216737088534	-68.25489999863782	11015	COSMOS 1030             	CIS  	1978-09-06	2004-08-17	2004-08-18 01:02:00	 11.1693
1 11015U 78083A   04230.78332538  .99999999  68145-5  92654-4 0  9993	2 11015 061.5883 128.8544 0200632 223.1730 146.5197 16.30681278192719	32.34341141830075	-55.61282431668577	11015	COSMOS 1030             	CIS  	1978-09-06	2004-08-17	2004-08-18 01:06:00	 11.1693
1 11055U 78094A   98058.61198407  .22230588 -96439-6  20673-3 0  9995	2 11055 081.1214 065.2370 0006250 264.2349 095.8448 16.51527830 71146	-59.33467977279034	70.54190004975737	11055	COSMOS 1043             	CIS  	1978-10-10	1998-02-28	1998-02-28 12:00:00	 14.5496
1 11055U 78094A   98058.61198407  .22230588 -96439-6  20673-3 0  9995	2 11055 081.1214 065.2370 0006250 264.2349 095.8448 16.51527830 71146	-51.182025960585136	74.12117872203252	11055	COSMOS 1043             	CIS  	1978-10-10	1998-02-28	1998-02-28 12:02:00	 14.5496
1 11055U 78094A   98058.61198407  .22230588 -96439-6  20673-3 0  9995	2 11055 081.1214 065.2370 0006250 264.2349 095.8448 16.51527830 71146	-34.63536335656857	78.11968757537387	11055	COSMOS 1043             	CIS  	1978-10-10	1998-02-28	1998-02-28 12:06:00	 14.5496
1 11056U 78094B   02019.65301623  .09673327 -91901-6  24817-3 0  9998	2 11056 081.1488 351.5041 0008952 226.9152 258.0762 16.45300131279917	19.453736256293855	-165.20800092724312	11056	SL-3 R/B                	CIS  	1978-10-10	2002-01-20	2002-01-21 14:00:00	  9.1865
1 11056U 78094B   02019.65301623  .09673327 -91901-6  24817-3 0  9998	2 11056 081.1488 351.5041 0008952 226.9152 258.0762 16.45300131279917	11.12225101614479	-164.31163422132732	11056	SL-3 R/B                	CIS  	1978-10-10	2002-01-20	2002-01-21 14:02:00	  9.1865
1 11056U 78094B   02019.65301623  .09673327 -91901-6  24817-3 0  9998	2 11056 081.1488 351.5041 0008952 226.9152 258.0762 16.45300131279917	-5.561095625994777	-162.6932891993845	11056	SL-3 R/B                	CIS  	1978-10-10	2002-01-20	2002-01-21 14:06:00	  9.1865
1 11075U 78080D   97183.65869265  .93578607  00000-0  10511-2 0  9997	2 11075 061.8211 059.7514 1391673 276.5341 068.0508 13.35333654222092	61.605464954820285	124.05128906436227	11075	SL-6 R/B(2)             	CIS  	1978-08-22	1997-07-04	1997-07-04 07:00:00	  7.1841
1 11075U 78080D   97183.65869265  .93578607  00000-0  10511-2 0  9997	2 11075 061.8211 059.7514 1391673 276.5341 068.0508 13.35333654222092	59.661627267980506	139.84723533141897	11075	SL-6 R/B(2)             	CIS  	1978-08-22	1997-07-04	1997-07-04 07:02:00	  7.1841
1 11075U 78080D   97183.65869265  .93578607  00000-0  10511-2 0  9997	2 11075 061.8211 059.7514 1391673 276.5341 068.0508 13.35333654222092	51.02159847735987	163.69735432813306	11075	SL-6 R/B(2)             	CIS  	1978-08-22	1997-07-04	1997-07-04 07:06:00	  7.1841
1 11078U 78093  B 91358.93718601  .83826619 +44559-4 +41758-3 0  9997	2 11078 062.8185 159.5790 0061411 265.2644 094.2894 16.55450866287512	12.677100892015881	-150.79276374052614	11078	ATLAS F R/B             	US   	1978-10-07	1991-12-25	1991-12-25 02:00:00	  2.3500
1 11078U 78093  B 91358.93718601  .83826619 +44559-4 +41758-3 0  9997	2 11078 062.8185 159.5790 0061411 265.2644 094.2894 16.55450866287512	5.071153777111891	-147.27592665764325	11078	ATLAS F R/B             	US   	1978-10-07	1991-12-25	1991-12-25 02:02:00	  2.3500
1 11078U 78093  B 91358.93718601  .83826619 +44559-4 +41758-3 0  9997	2 11078 062.8185 159.5790 0061411 265.2644 094.2894 16.55450866287512	-10.122919208491055	-140.41255642864257	11078	ATLAS F R/B             	US   	1978-10-07	1991-12-25	1991-12-25 02:06:00	  2.3500
1 11082U 78099  A 81076.80580406  .20507340 -11440-4 +15357-3 0  9998	2 11082 082.9016 240.5468 0019153 301.0073 059.2977 16.50576568133254	-12.057591635238323	-85.60170218844846	11082	INTERCOSMOS 18          	CIS  	1978-10-24	1981-03-17	1981-03-18 22:00:00	 11.1531
1 11082U 78099  A 81076.80580406  .20507340 -11440-4 +15357-3 0  9998	2 11082 082.9016 240.5468 0019153 301.0073 059.2977 16.50576568133254	-20.41763645762815	-84.97117327521873	11082	INTERCOSMOS 18          	CIS  	1978-10-24	1981-03-17	1981-03-18 22:02:00	 11.1531
1 11082U 78099  A 81076.80580406  .20507340 -11440-4 +15357-3 0  9998	2 11082 082.9016 240.5468 0019153 301.0073 059.2977 16.50576568133254	-37.10539540197154	-83.22676345176498	11082	INTERCOSMOS 18          	CIS  	1978-10-24	1981-03-17	1981-03-18 22:06:00	 11.1531
1 11083U 78099  B 81132.88543192  .07751637 -10931-4 +74316-3 0  9990	2 11083 082.9111 186.8981 0008403 139.8939 220.3207 16.38482930141933	21.901131347240117	-97.38308865761428	11083	SL-8 R/B                	CIS  	1978-10-24	1981-05-13	1981-05-15 15:00:00	 12.7715
1 11083U 78099  B 81132.88543192  .07751637 -10931-4 +74316-3 0  9990	2 11083 082.9111 186.8981 0008403 139.8939 220.3207 16.38482930141933	13.5246394293289	-96.73360596943776	11083	SL-8 R/B                	CIS  	1978-10-24	1981-05-13	1981-05-15 15:02:00	 12.7715
1 11083U 78099  B 81132.88543192  .07751637 -10931-4 +74316-3 0  9990	2 11083 082.9111 186.8981 0008403 139.8939 220.3207 16.38482930141933	-3.2185983668781595	-95.62313332360958	11083	SL-8 R/B                	CIS  	1978-10-24	1981-05-13	1981-05-15 15:06:00	 12.7715
1 11101U 78103  A 82083.83624218  .10804143 -78254-4 +10103-2 0  9997	2 11101 023.4869 155.4927 0001702 305.2240 054.8178 16.37487942188716	12.313827035724998	-134.17199016892036	11101	HEAO 2                  	US   	1978-11-13	1982-03-25	1982-03-26 16:00:00	 26.5101
1 11101U 78103  A 82083.83624218  .10804143 -78254-4 +10103-2 0  9997	2 11101 023.4869 155.4927 0001702 305.2240 054.8178 16.37487942188716	9.285849643628374	-126.6251229096765	11101	HEAO 2                  	US   	1978-11-13	1982-03-25	1982-03-26 16:02:00	 26.5101
1 11101U 78103  A 82083.83624218  .10804143 -78254-4 +10103-2 0  9997	2 11101 023.4869 155.4927 0001702 305.2240 054.8178 16.37487942188716	2.7641370028559633	-111.91555238105617	11101	HEAO 2                  	US   	1978-11-13	1982-03-25	1982-03-26 16:06:00	 26.5101
1 11110U 78099  C 81253.97703211  .43502901 -10806-4 +40486-3 0  9995	2 11110 082.8775 071.8171 0004098 007.1122 352.9517 16.51695022160299	-23.082176922667454	-41.91300846439261	11110	MAGION 1                	CZCH 	1978-10-24	1981-09-11	1981-09-11 08:00:00	  0.3149
1 11110U 78099  C 81253.97703211  .43502901 -10806-4 +40486-3 0  9995	2 11110 082.8775 071.8171 0004098 007.1122 352.9517 16.51695022160299	-14.702190509222131	-41.24140620858901	11110	MAGION 1                	CZCH 	1978-10-24	1981-09-11	1981-09-11 08:02:00	  0.3149
1 11110U 78099  C 81253.97703211  .43502901 -10806-4 +40486-3 0  9995	2 11110 082.8775 071.8171 0004098 007.1122 352.9517 16.51695022160299	2.090249835331584	-40.10558673075091	11110	MAGION 1                	CZCH 	1978-10-24	1981-09-11	1981-09-11 08:06:00	  0.3149
1 11150U 78115  A 81110.71138218  .16581371 +56132-5 +20320-3 0  9996	2 11150 073.9977 252.9267 0009297 251.4787 108.5491 16.45029172131523	18.52644757645812	28.70661572302493	11150	COSMOS 1062             	CIS  	1978-12-15	1981-04-20	1981-04-23 12:00:00	  8.6900
1 11150U 78115  A 81110.71138218  .16581371 +56132-5 +20320-3 0  9996	2 11150 073.9977 252.9267 0009297 251.4787 108.5491 16.45029172131523	10.429930235267605	30.692404431746926	11150	COSMOS 1062             	CIS  	1978-12-15	1981-04-20	1981-04-23 12:02:00	  8.6900
1 11150U 78115  A 81110.71138218  .16581371 +56132-5 +20320-3 0  9996	2 11150 073.9977 252.9267 0009297 251.4787 108.5491 16.45029172131523	-5.808900011724717	34.38397141397708	11150	COSMOS 1062             	CIS  	1978-12-15	1981-04-20	1981-04-23 12:06:00	  8.6900
1 11151U 78115  B 81170.96301730  .09930623 +47073-5 +34908-3 0  9992	2 11151 073.9982 118.6988 0013110 251.7279 108.6317 16.43146508140907	41.73831271599119	-67.2685933617313	11151	SL-8 R/B                	CIS  	1978-12-15	1981-06-20	1981-06-22 05:00:00	 17.3817
1 11151U 78115  B 81170.96301730  .09930623 +47073-5 +34908-3 0  9992	2 11151 073.9982 118.6988 0013110 251.7279 108.6317 16.43146508140907	33.828810223143854	-64.02692410994072	11151	SL-8 R/B                	CIS  	1978-12-15	1981-06-20	1981-06-22 05:02:00	 17.3817
1 11151U 78115  B 81170.96301730  .09930623 +47073-5 +34908-3 0  9992	2 11151 073.9982 118.6988 0013110 251.7279 108.6317 16.43146508140907	17.762202342299762	-59.222637349645446	11151	SL-8 R/B                	CIS  	1978-12-15	1981-06-20	1981-06-22 05:06:00	 17.3817
1 11155U 78117A   01329.24408948  .80764779 -10074-5  28738-3 0  9998	2 11155 081.1498 346.6285 0015116 312.4994 047.7574 16.58333751259299	-31.297046928022308	-57.708923995598056	11155	COSMOS 1063             	CIS  	1978-12-19	2001-11-25	2001-11-25 11:00:00	 14.2344
1 11155U 78117A   01329.24408948  .80764779 -10074-5  28738-3 0  9998	2 11155 081.1498 346.6285 0015116 312.4994 047.7574 16.58333751259299	-39.590634863561554	-56.24409430544044	11155	COSMOS 1063             	CIS  	1978-12-19	2001-11-25	2001-11-25 11:02:00	 14.2344
1 11155U 78117A   01329.24408948  .80764779 -10074-5  28738-3 0  9998	2 11155 081.1498 346.6285 0015116 312.4994 047.7574 16.58333751259299	-56.023735327342905	-51.28559553406462	11155	COSMOS 1063             	CIS  	1978-12-19	2001-11-25	2001-11-25 11:06:00	 14.2344
1 11156U 78117B   02323.98629142  .23382988 -10878-5  23568-3 0  9999	2 11156 081.2186 324.3859 0008981 283.8053 076.2109 16.50779724313483	-54.649716417295195	-64.19398370685006	11156	SL-3 R/B                	CIS  	1978-12-19	2002-11-20	2002-11-20 21:00:00	  7.8442
1 11156U 78117B   02323.98629142  .23382988 -10878-5  23568-3 0  9999	2 11156 081.2186 324.3859 0008981 283.8053 076.2109 16.50779724313483	-46.41880912776915	-61.45843830274659	11156	SL-3 R/B                	CIS  	1978-12-19	2002-11-20	2002-11-20 21:02:00	  7.8442
1 11156U 78117B   02323.98629142  .23382988 -10878-5  23568-3 0  9999	2 11156 081.2186 324.3859 0008981 283.8053 076.2109 16.50779724313483	-29.787015045937547	-58.19297950207686	11156	SL-3 R/B                	CIS  	1978-12-19	2002-11-20	2002-11-20 21:06:00	  7.8442
1 11161U 78119  A 89316.74815285  .19846000 -10700-4 +38270-3 0  9997	2 11161 082.8841 024.3940 0003681 158.1117 202.0346 16.47390732598222	74.70444272620576	-116.60524905764615	11161	COSMOS 1064             	CIS  	1978-12-20	1989-11-12	1989-11-13 16:00:00	  6.1600
1 11161U 78119  A 89316.74815285  .19846000 -10700-4 +38270-3 0  9997	2 11161 082.8841 024.3940 0003681 158.1117 202.0346 16.47390732598222	66.88608910783225	-106.94578379754984	11161	COSMOS 1064             	CIS  	1978-12-20	1989-11-12	1989-11-13 16:02:00	  6.1600
1 11161U 78119  A 89316.74815285  .19846000 -10700-4 +38270-3 0  9997	2 11161 082.8841 024.3940 0003681 158.1117 202.0346 16.47390732598222	50.44266139802584	-99.63075364930373	11161	COSMOS 1064             	CIS  	1978-12-20	1989-11-12	1989-11-13 16:06:00	  6.1600
1 11162U 78119  B 88320.79897839  .28517646 +10809-4 +27561-3 0  9993	2 11162 082.8586 293.6527 0010328 096.6262 263.6911 16.50961178543340	70.51381431189029	-113.52149377946625	11162	SL-8 R/B                	CIS  	1978-12-20	1988-11-15	1988-11-16 10:00:00	 20.3600
1 11162U 78119  B 88320.79897839  .28517646 +10809-4 +27561-3 0  9993	2 11162 082.8586 293.6527 0010328 096.6262 263.6911 16.50961178543340	62.471013847200986	-107.19059143778144	11162	SL-8 R/B                	CIS  	1978-12-20	1988-11-15	1988-11-16 10:02:00	 20.3600
1 11162U 78119  B 88320.79897839  .28517646 +10809-4 +27561-3 0  9993	2 11162 082.8586 293.6527 0010328 096.6262 263.6911 16.50961178543340	45.92869865859113	-101.71815508230802	11162	SL-8 R/B                	CIS  	1978-12-20	1988-11-15	1988-11-16 10:06:00	 20.3600
1 11178U 76120  D 81161.15517725  .03495245 +29365-4 +11225-2 0  9998	2 11178 065.8053 057.4398 0011532 236.0241 123.9681 16.25693826005174	3.710446905756536	86.94290545462884	11178	COSMOS 880 DEB          	CIS  	1976-12-09	1981-06-12	1981-06-18 14:00:00	  0.0200
1 11178U 76120  D 81161.15517725  .03495245 +29365-4 +11225-2 0  9998	2 11178 065.8053 057.4398 0011532 236.0241 123.9681 16.25693826005174	-3.9725374859092044	89.89654562911998	11178	COSMOS 880 DEB          	CIS  	1976-12-09	1981-06-12	1981-06-18 14:02:00	  0.0200
1 11178U 76120  D 81161.15517725  .03495245 +29365-4 +11225-2 0  9998	2 11178 065.8053 057.4398 0011532 236.0241 123.9681 16.25693826005174	-19.25675530817798	96.13135403937189	11178	COSMOS 880 DEB          	CIS  	1976-12-09	1981-06-12	1981-06-18 14:06:00	  0.0200
1 11179U 76120  E 80058.47044104  .01095540 +00000-0 +51239-2 0  9996	2 11179 065.8057 041.2161 0012919 001.7491 358.8742 15.82791346176244	5.294468519572751	110.39584895110669	11179	COSMOS 880 DEB          	CIS  	1976-12-09	1980-03-06	1980-03-12 05:00:00	  0.0207
1 11179U 76120  E 80058.47044104  .01095540 +00000-0 +51239-2 0  9996	2 11179 065.8057 041.2161 0012919 001.7491 358.8742 15.82791346176244	12.969108554506851	113.4453166796531	11179	COSMOS 880 DEB          	CIS  	1976-12-09	1980-03-06	1980-03-12 05:02:00	  0.0207
1 11179U 76120  E 80058.47044104  .01095540 +00000-0 +51239-2 0  9996	2 11179 065.8057 041.2161 0012919 001.7491 358.8742 15.82791346176244	28.126266502079993	120.39641385835343	11179	COSMOS 880 DEB          	CIS  	1976-12-09	1980-03-06	1980-03-12 05:06:00	  0.0207
1 11204U 76120 AF 91212.89046322  .05705808 +30000-4 +46440-3 0  9994	2 11204 065.8271 134.5273 0016063 262.2812 098.5522 16.38983896807190	56.97461035792998	-58.03280473585089	11204	COSMOS 880 DEB          	CIS  	1976-12-09	1991-08-01	1991-08-05 00:00:00	  0.3088
1 11204U 76120 AF 91212.89046322  .05705808 +30000-4 +46440-3 0  9994	2 11204 065.8271 134.5273 0016063 262.2812 098.5522 16.38983896807190	50.93799696191892	-48.433892517841336	11204	COSMOS 880 DEB          	CIS  	1976-12-09	1991-08-01	1991-08-05 00:02:00	  0.3088
1 11204U 76120 AF 91212.89046322  .05705808 +30000-4 +46440-3 0  9994	2 11204 065.8271 134.5273 0016063 262.2812 098.5522 16.38983896807190	37.13441004556576	-35.726643170829014	11204	COSMOS 880 DEB          	CIS  	1976-12-09	1991-08-01	1991-08-05 00:06:00	  0.3088
1 11205U 76120 AG 90192.39707770  .10262831 +30200-4 +21122-3 0  9999	2 11205 065.8047 124.3788 0013391 258.2830 101.6167 16.45825119751163	-16.162780359452462	43.25521918347557	11205	COSMOS 880 DEB          	CIS  	1976-12-09	1990-07-11	1990-07-13 09:00:00	  0.1900
1 11205U 76120 AG 90192.39707770  .10262831 +30200-4 +21122-3 0  9999	2 11205 065.8047 124.3788 0013391 258.2830 101.6167 16.45825119751163	-8.51409376270394	46.3768649360761	11205	COSMOS 880 DEB          	CIS  	1976-12-09	1990-07-11	1990-07-13 09:02:00	  0.1900
1 11205U 76120 AG 90192.39707770  .10262831 +30200-4 +21122-3 0  9999	2 11205 065.8047 124.3788 0013391 258.2830 101.6167 16.45825119751163	6.86033933255648	52.32433753322933	11205	COSMOS 880 DEB          	CIS  	1976-12-09	1990-07-11	1990-07-13 09:06:00	  0.1900
1 11207U 76120 AJ 85322.56025206  .02411663 +32959-4 +42494-3 0  9994	2 11207 065.8146 128.1930 0010105 265.4966 095.1784 16.32236629498669	11.140308328763012	-126.4965924098752	11207	COSMOS 880 DEB          	CIS  	1976-12-09	1985-11-20	1985-11-29 10:00:00	  0.0686
1 11207U 76120 AJ 85322.56025206  .02411663 +32959-4 +42494-3 0  9994	2 11207 065.8146 128.1930 0010105 265.4966 095.1784 16.32236629498669	18.769574990153895	-123.29532372702525	11207	COSMOS 880 DEB          	CIS  	1976-12-09	1985-11-20	1985-11-29 10:02:00	  0.0686
1 11207U 76120 AJ 85322.56025206  .02411663 +32959-4 +42494-3 0  9994	2 11207 065.8146 128.1930 0010105 265.4966 095.1784 16.32236629498669	33.741684330091175	-115.62360060975357	11207	COSMOS 880 DEB          	CIS  	1976-12-09	1985-11-20	1985-11-29 10:06:00	  0.0686
1 11210U 76120 AM 83211.06007202  .09616942 +31084-4 +23998-3 0  9994	2 11210 065.8063 355.9041 0015516 271.8024 088.8441 16.44520271368174	22.197754510062722	-10.862317921996201	11210	COSMOS 880 DEB          	CIS  	1976-12-09	1983-07-30	1983-08-01 04:00:00	  0.0847
1 11210U 76120 AM 83211.06007202  .09616942 +31084-4 +23998-3 0  9994	2 11210 065.8063 355.9041 0015516 271.8024 088.8441 16.44520271368174	29.704823964560198	-7.07763966656632	11210	COSMOS 880 DEB          	CIS  	1976-12-09	1983-07-30	1983-08-01 04:02:00	  0.0847
1 11210U 76120 AM 83211.06007202  .09616942 +31084-4 +23998-3 0  9994	2 11210 065.8063 355.9041 0015516 271.8024 088.8441 16.44520271368174	44.15251821021307	2.927837213910717	11210	COSMOS 880 DEB          	CIS  	1976-12-09	1983-07-30	1983-08-01 04:06:00	  0.0847
1 11212U 76120 AP 84196.89801921  .18906059 +31315-4 +15348-3 0  9998	2 11212 065.8144 328.1916 0014288 271.3737 094.0525 16.51478253421813	53.43117310332448	-141.7950003770315	11212	COSMOS 880 DEB          	CIS  	1976-12-09	1984-07-15	1984-07-15 21:00:00	  0.2270
1 11212U 76120 AP 84196.89801921  .18906059 +31315-4 +15348-3 0  9998	2 11212 065.8144 328.1916 0014288 271.3737 094.0525 16.51478253421813	46.95473309080503	-133.77415897052379	11212	COSMOS 880 DEB          	CIS  	1976-12-09	1984-07-15	1984-07-15 21:02:00	  0.2270
1 11212U 76120 AP 84196.89801921  .18906059 +31315-4 +15348-3 0  9998	2 11212 065.8144 328.1916 0014288 271.3737 094.0525 16.51478253421813	32.71257631275077	-122.80147372927665	11212	COSMOS 880 DEB          	CIS  	1976-12-09	1984-07-15	1984-07-15 21:06:00	  0.2270
1 11213U 76120 AQ 90326.88872645  .09636067 +30700-4 +17960-3 0  9999	2 11213 065.8246 131.2961 0007340 204.1524 155.9593 16.47049155770469	35.560471498511774	-78.46312997740962	11213	COSMOS 880 DEB          	CIS  	1976-12-09	1990-11-23	1990-11-24 20:00:00	  0.4000
1 11213U 76120 AQ 90326.88872645  .09636067 +30700-4 +17960-3 0  9999	2 11213 065.8246 131.2961 0007340 204.1524 155.9593 16.47049155770469	28.171492599669236	-74.15845789452246	11213	COSMOS 880 DEB          	CIS  	1976-12-09	1990-11-23	1990-11-24 20:02:00	  0.4000
1 11213U 76120 AQ 90326.88872645  .09636067 +30700-4 +17960-3 0  9999	2 11213 065.8246 131.2961 0007340 204.1524 155.9593 16.47049155770469	13.010406439549687	-67.20839890457597	11213	COSMOS 880 DEB          	CIS  	1976-12-09	1990-11-23	1990-11-24 20:06:00	  0.4000
1 11214U 76120 AR 91257.91264873  .04724557 +30500-4 +61267-3 0  9990	2 11214 065.8379 028.3042 0015858 272.9966 086.9477 16.34910372813421	59.92928872117497	33.173494553416155	11214	COSMOS 880 DEB          	CIS  	1976-12-09	1991-09-15	1991-09-20 07:00:00	  0.2200
1 11214U 76120 AR 91257.91264873  .04724557 +30500-4 +61267-3 0  9990	2 11214 065.8379 028.3042 0015858 272.9966 086.9477 16.34910372813421	54.44437361008793	44.59790118561126	11214	COSMOS 880 DEB          	CIS  	1976-12-09	1991-09-15	1991-09-20 07:02:00	  0.2200
1 11214U 76120 AR 91257.91264873  .04724557 +30500-4 +61267-3 0  9990	2 11214 065.8379 028.3042 0015858 272.9966 086.9477 16.34910372813421	41.17313505274015	59.37706792677944	11214	COSMOS 880 DEB          	CIS  	1976-12-09	1991-09-15	1991-09-20 07:06:00	  0.2200
1 11216U 76120AT  01343.08083207  .04437060  69977-5  57124-3 0  9995	2 11216 065.7984 201.2861 0010280 060.3791 299.8848 16.35256379374637	5.546639530616445	-125.82530775786802	11216	COSMOS 880 DEB          	CIS  	1976-12-09	2001-12-09	2001-12-14 15:00:00	  0.1555
1 11216U 76120AT  01343.08083207  .04437060  69977-5  57124-3 0  9995	2 11216 065.7984 201.2861 0010280 060.3791 299.8848 16.35256379374637	13.211819326663255	-122.77400270843486	11216	COSMOS 880 DEB          	CIS  	1976-12-09	2001-12-09	2001-12-14 15:02:00	  0.1555
1 11216U 76120AT  01343.08083207  .04437060  69977-5  57124-3 0  9995	2 11216 065.7984 201.2861 0010280 060.3791 299.8848 16.35256379374637	28.352371376816805	-115.80184122633422	11216	COSMOS 880 DEB          	CIS  	1976-12-09	2001-12-09	2001-12-14 15:06:00	  0.1555
1 11217U 76120 AU 89358.07773116  .07426484 +30900-4 +32853-3 0  9998	2 11217 065.8410 333.6521 0005209 282.1629 077.8832 16.43126418717395	-18.457544628111034	-126.48289105040017	11217	COSMOS 880 DEB          	CIS  	1976-12-09	1989-12-24	1989-12-26 23:00:00	  0.2300
1 11217U 76120 AU 89358.07773116  .07426484 +30900-4 +32853-3 0  9998	2 11217 065.8410 333.6521 0005209 282.1629 077.8832 16.43126418717395	-10.816629079090692	-123.29270093438397	11217	COSMOS 880 DEB          	CIS  	1976-12-09	1989-12-24	1989-12-26 23:02:00	  0.2300
1 11217U 76120 AU 89358.07773116  .07426484 +30900-4 +32853-3 0  9998	2 11217 065.8410 333.6521 0005209 282.1629 077.8832 16.43126418717395	4.559748485649064	-117.33439907230168	11217	COSMOS 880 DEB          	CIS  	1976-12-09	1989-12-24	1989-12-26 23:06:00	  0.2300
1 11220U 76120 AX 83139.21455490  .09550272 +29981-4 +15017-3 0  9996	2 11220 065.8237 223.3852 0012963 298.7897 079.0816 16.47396984357299	-8.753841940307849	-116.7787495229428	11220	COSMOS 880 DEB          	CIS  	1976-12-09	1983-05-19	1983-05-21 06:00:00	  0.1051
1 11220U 76120 AX 83139.21455490  .09550272 +29981-4 +15017-3 0  9996	2 11220 065.8237 223.3852 0012963 298.7897 079.0816 16.47396984357299	-1.0711074908770493	-113.79994010136016	11220	COSMOS 880 DEB          	CIS  	1976-12-09	1983-05-19	1983-05-21 06:02:00	  0.1051
1 11220U 76120 AX 83139.21455490  .09550272 +29981-4 +15017-3 0  9996	2 11220 065.8237 223.3852 0012963 298.7897 079.0816 16.47396984357299	14.285332965118853	-107.76354185630795	11220	COSMOS 880 DEB          	CIS  	1976-12-09	1983-05-19	1983-05-21 06:06:00	  0.1051
1 11221U 76120AY  00269.69314871 +.08997808 +71925-5 +16701-3 0  9995	2 11221 065.8152 338.2461 0010922 308.1520 058.0980 16.46683034311079	23.63808943430938	3.989899826779377	11221	COSMOS 880 DEB          	CIS  	1976-12-09	2000-09-26	2000-09-27 22:00:00	  0.1740
1 11221U 76120AY  00269.69314871 +.08997808 +71925-5 +16701-3 0  9995	2 11221 065.8152 338.2461 0010922 308.1520 058.0980 16.46683034311079	31.12462221751992	7.885069198638908	11221	COSMOS 880 DEB          	CIS  	1976-12-09	2000-09-26	2000-09-27 22:02:00	  0.1740
1 11221U 76120AY  00269.69314871 +.08997808 +71925-5 +16701-3 0  9995	2 11221 065.8152 338.2461 0010922 308.1520 058.0980 16.46683034311079	45.47456279577157	18.315575731117733	11221	COSMOS 880 DEB          	CIS  	1976-12-09	2000-09-26	2000-09-27 22:06:00	  0.1740
1 11223U 76120 BA 91226.01026500  .06658918 +29600-4 +25951-3 0  9998	2 11223 065.7890 215.0294 0009289 231.6475 129.0185 16.43160222806271	-8.26338483902945	1.5546040957826754	11223	COSMOS 880 DEB          	CIS  	1976-12-09	1991-08-14	1991-08-17 04:00:00	  0.4300
1 11223U 76120 BA 91226.01026500  .06658918 +29600-4 +25951-3 0  9998	2 11223 065.7890 215.0294 0009289 231.6475 129.0185 16.43160222806271	-15.912979850937585	4.671736267280593	11223	COSMOS 880 DEB          	CIS  	1976-12-09	1991-08-14	1991-08-17 04:02:00	  0.4300
1 11223U 76120 BA 91226.01026500  .06658918 +29600-4 +25951-3 0  9998	2 11223 065.7890 215.0294 0009289 231.6475 129.0185 16.43160222806271	-30.966503338234123	11.952997533383334	11223	COSMOS 880 DEB          	CIS  	1976-12-09	1991-08-14	1991-08-17 04:06:00	  0.4300
